job_id,actual_start,completion_ts,machine_id,part_family,operator_shift,rework_flag,processing_minutes
J506469,2022-05-26 05:12:00,2022-05-26 05:56:54.000000000,M05,gear,A,False,44.9
J506470,2022-05-26 05:32:00,2022-05-26 06:17:12.000000000,M05,flange,A,False,45.2
J506471,2022-05-26 06:50:00,2022-05-26 07:38:18.000000000,M12,housing,A,False,48.3
J506472,2022-05-26 06:59:00,2022-05-26 07:42:18.000000000,M02,housing,A,False,43.3
J506473,2022-05-26 07:20:00,2022-05-26 07:59:24.000000000,M05,bracket,A,False,39.4
J506474,2022-05-26 08:09:00,2022-05-26 08:54:24.000000000,M02,housing,B,False,45.4
J506475,2022-05-26 10:00:00,2022-05-26 10:46:42.000000000,M11,housing,B,False,46.7
J506476,2022-05-26 11:04:00,2022-05-26 11:49:24.000000000,M11,flange,B,False,45.4
J506477,2022-05-26 11:05:00,2022-05-26 11:48:18.000000000,M09,plate,B,False,43.3
J506478,2022-05-26 11:13:00,2022-05-26 11:59:30.000000000,M08,gear,B,True,46.5
J506479,2022-05-26 11:21:00,2022-05-26 12:07:36.000000000,M08,flange,B,False,46.6
J506480,2022-05-26 12:07:00,2022-05-26 12:53:48.000000000,M07,gear,B,False,46.8
J506481,2022-05-26 12:10:00,2022-05-26 12:55:24.000000000,M01,shaft,B,False,45.4
J506482,2022-05-26 12:59:00,2022-05-26 13:48:36.000000000,M01,gear,B,False,49.6
J506483,2022-05-26 13:09:00,2022-05-26 13:50:54.000000000,M11,bracket,B,False,41.9
J506484,2022-05-26 14:27:00,2022-05-26 15:11:54.000000000,M05,bracket,B,False,44.9
J506485,2022-05-26 14:31:00,2022-05-26 15:17:12.000000000,M01,shaft,B,False,46.2
J506486,2022-05-26 14:46:00,2022-05-26 15:29:42.000000000,M09,housing,B,False,43.7
J506487,2022-05-26 14:50:00,2022-05-26 15:36:42.000000000,M03,shaft,B,False,46.7
J506488,2022-05-26 15:52:00,2022-05-26 16:36:06.000000000,M11,flange,B,False,44.1
J506489,2022-05-26 18:44:00,2022-05-26 19:26:48.000000000,M02,bracket,C,False,42.8
J506490,2022-05-26 18:54:00,2022-05-26 19:39:36.000000000,M06,housing,C,False,45.6
J506491,2022-05-26 20:14:00,2022-05-26 20:59:54.000000000,M05,bracket,C,False,45.9
J506492,2022-05-26 20:22:00,2022-05-26 21:08:24.000000000,M12,shaft,C,False,46.4
J506493,2022-05-26 20:25:00,2022-05-26 21:09:36.000000000,M05,shaft,C,False,44.6
J506494,2022-05-26 20:32:00,2022-05-26 21:17:00.000000000,M05,housing,C,False,45.0
J506495,2022-05-26 20:35:00,2022-05-26 21:20:54.000000000,M04,gear,C,False,45.9
J506496,2022-05-26 20:49:00,2022-05-26 21:35:12.000000000,M01,flange,C,False,46.2
J506497,2022-05-26 20:55:00,2022-05-26 21:39:18.000000000,M08,shaft,C,False,44.3
J506498,2022-05-26 21:52:00,2022-05-26 22:38:30.000000000,M07,shaft,C,False,46.5
J506499,2022-05-26 22:22:00,2022-05-26 23:08:48.000000000,M10,bracket,C,False,46.8
J506500,2022-05-26 23:48:00,2022-05-27 00:31:30.000000000,M12,gear,C,False,43.5
J506501,2022-05-27 01:14:00,2022-05-27 02:04:36.000000000,M03,gear,A,False,50.6
J506502,2022-05-27 01:25:00,2022-05-27 02:13:12.000000000,M06,shaft,A,False,48.2
J506503,2022-05-27 01:57:00,2022-05-27 02:47:36.000000000,M03,plate,A,False,50.6
J506504,2022-05-27 02:22:00,2022-05-27 03:12:48.000000000,M10,housing,A,False,50.8
J506505,2022-05-27 02:35:00,2022-05-27 03:25:00.000000000,M11,shaft,A,False,50.0
J506506,2022-05-27 03:08:00,2022-05-27 03:56:06.000000000,M12,gear,A,False,48.1
J506507,2022-05-27 03:13:00,2022-05-27 04:05:24.000000000,M07,gear,A,False,52.4
J506508,2022-05-27 03:13:00,2022-05-27 04:01:48.000000000,M10,plate,A,False,48.8
J506509,2022-05-27 03:33:00,2022-05-27 04:22:12.000000000,M12,shaft,A,False,49.2
J506510,2022-05-27 04:16:00,2022-05-27 05:04:18.000000000,M08,gear,A,False,48.3
J506511,2022-05-27 04:33:00,2022-05-27 05:23:00.000000000,M02,shaft,A,False,50.0
J506512,2022-05-27 04:41:00,2022-05-27 05:29:06.000000000,M07,housing,A,False,48.1
J506513,2022-05-27 05:02:00,2022-05-27 05:51:48.000000000,M03,housing,A,False,49.8
J506514,2022-05-27 05:46:00,2022-05-27 06:35:42.000000000,M01,flange,A,False,49.7
J506515,2022-05-27 06:58:00,2022-05-27 07:49:48.000000000,M11,flange,A,False,51.8
J506516,2022-05-27 07:39:00,2022-05-27 08:27:36.000000000,M11,flange,A,False,48.6
J506517,2022-05-27 07:43:00,2022-05-27 08:40:24.000000000,M09,bracket,A,False,57.4
J506518,2022-05-27 07:53:00,2022-05-27 08:45:24.000000000,M10,flange,A,False,52.4
J506519,2022-05-27 07:54:00,2022-05-27 08:41:48.000000000,M03,bracket,A,False,47.8
J506520,2022-05-27 09:37:00,2022-05-27 10:27:18.000000000,M03,housing,B,False,50.3
J506521,2022-05-27 09:39:00,2022-05-27 10:28:30.000000000,M04,housing,B,False,49.5
J506522,2022-05-27 09:46:00,2022-05-27 10:39:24.000000000,M11,shaft,B,False,53.4
J506523,2022-05-27 12:48:00,2022-05-27 13:33:48.000000000,M03,gear,B,False,45.8
J506524,2022-05-27 13:08:00,2022-05-27 14:01:00.000000000,M10,housing,B,False,53.0
J506525,2022-05-27 13:36:00,2022-05-27 14:27:12.000000000,M09,flange,B,False,51.2
J506526,2022-05-27 14:04:00,2022-05-27 14:58:18.000000000,M01,housing,B,False,54.3
J506527,2022-05-27 14:27:00,2022-05-27 15:18:00.000000000,M09,shaft,B,False,51.0
J506528,2022-05-27 14:51:00,2022-05-27 15:41:12.000000000,M08,gear,B,False,50.2
J506529,2022-05-27 15:38:00,2022-05-27 16:25:18.000000000,M01,flange,B,False,47.3
J506530,2022-05-27 15:40:00,2022-05-27 16:30:30.000000000,M12,gear,B,False,50.5
J506531,2022-05-27 15:53:00,2022-05-27 16:47:06.000000000,M02,gear,B,False,54.1
J506532,2022-05-27 16:14:00,2022-05-27 17:05:48.000000000,M10,bracket,C,False,51.8
J506533,2022-05-27 16:27:00,2022-05-27 17:17:48.000000000,M02,flange,C,False,50.8
J506534,2022-05-27 16:42:00,2022-05-27 17:35:30.000000000,M09,shaft,C,False,53.5
J506535,2022-05-27 17:30:00,2022-05-27 18:18:42.000000000,M05,bracket,C,False,48.7
J506536,2022-05-27 18:18:00,2022-05-27 19:05:54.000000000,M10,gear,C,False,47.9
J506537,2022-05-27 19:16:00,2022-05-27 20:06:24.000000000,M12,bracket,C,False,50.4
J506538,2022-05-27 20:29:00,2022-05-27 21:20:06.000000000,M01,gear,C,False,51.1
J506539,2022-05-27 20:51:00,2022-05-27 21:36:54.000000000,M10,shaft,C,False,45.9
J506540,2022-05-27 21:16:00,2022-05-27 22:09:36.000000000,M05,flange,C,False,53.6
J506541,2022-05-27 22:10:00,2022-05-27 22:59:00.000000000,M11,gear,C,False,49.0
J506542,2022-05-27 22:14:00,2022-05-27 23:02:42.000000000,M09,plate,C,False,48.7
J506543,2022-05-27 22:56:00,2022-05-27 23:43:54.000000000,M04,plate,C,False,47.9
J506544,2022-05-27 23:26:00,2022-05-28 00:12:54.000000000,M06,plate,C,False,46.9
J506545,2022-05-27 23:36:00,2022-05-28 00:27:00.000000000,M06,gear,C,False,51.0
J506546,2022-05-28 00:44:00,2022-05-28 01:33:18.000000000,M04,shaft,A,False,49.3
J506547,2022-05-28 01:13:00,2022-05-28 02:07:18.000000000,M09,bracket,A,False,54.3
J506548,2022-05-28 01:38:00,2022-05-28 02:29:18.000000000,M06,housing,A,False,51.3
J506549,2022-05-28 03:14:00,2022-05-28 04:06:48.000000000,M07,housing,A,False,52.8
J506550,2022-05-28 03:57:00,2022-05-28 04:44:06.000000000,M08,bracket,A,False,47.1
J506551,2022-05-28 04:08:00,2022-05-28 04:59:12.000000000,M04,shaft,A,False,51.2
J506552,2022-05-28 05:03:00,2022-05-28 05:55:12.000000000,M07,bracket,A,False,52.2
J506553,2022-05-28 05:32:00,2022-05-28 06:27:00.000000000,M09,shaft,A,False,55.0
J506554,2022-05-28 06:10:00,2022-05-28 07:01:12.000000000,M01,shaft,A,False,51.2
J506555,2022-05-28 07:21:00,2022-05-28 08:09:00.000000000,M09,shaft,A,False,48.0
J506556,2022-05-28 07:49:00,2022-05-28 08:38:42.000000000,M12,shaft,A,False,49.7
J506557,2022-05-28 08:05:00,2022-05-28 08:55:48.000000000,M03,flange,B,False,50.8
J506558,2022-05-28 08:37:00,2022-05-28 09:30:48.000000000,M09,shaft,B,False,53.8
J506559,2022-05-28 09:02:00,2022-05-28 09:50:54.000000000,M06,bracket,B,False,48.9
J506560,2022-05-28 09:29:00,2022-05-28 10:20:06.000000000,M05,plate,B,False,51.1
J506561,2022-05-28 09:48:00,2022-05-28 10:40:06.000000000,M09,flange,B,False,52.1
J506562,2022-05-28 10:05:00,2022-05-28 10:56:42.000000000,M12,shaft,B,False,51.7
J506563,2022-05-28 10:20:00,2022-05-28 11:12:24.000000000,M11,flange,B,False,52.4
J506564,2022-05-28 10:47:00,2022-05-28 11:41:18.000000000,M11,gear,B,False,54.3
J506565,2022-05-28 11:04:00,2022-05-28 11:57:06.000000000,M01,gear,B,False,53.1
J506566,2022-05-28 11:20:00,2022-05-28 12:09:24.000000000,M03,bracket,B,False,49.4
J506567,2022-05-28 11:31:00,2022-05-28 12:20:30.000000000,M09,plate,B,False,49.5
J506568,2022-05-28 11:33:00,2022-05-28 12:25:36.000000000,M10,plate,B,False,52.6
J506569,2022-05-28 12:10:00,2022-05-28 13:02:42.000000000,M02,housing,B,False,52.7
J506570,2022-05-28 12:37:00,2022-05-28 13:28:30.000000000,M09,flange,B,False,51.5
J506571,2022-05-28 12:48:00,2022-05-28 13:38:36.000000000,M02,shaft,B,False,50.6
J506572,2022-05-28 13:13:00,2022-05-28 14:03:24.000000000,M05,bracket,B,False,50.4
J506573,2022-05-28 13:57:00,2022-05-28 14:50:48.000000000,M01,bracket,B,False,53.8
J506574,2022-05-28 14:08:00,2022-05-28 14:59:30.000000000,M10,plate,B,False,51.5
J506575,2022-05-28 14:17:00,2022-05-28 15:05:54.000000000,M12,shaft,B,False,48.9
J506576,2022-05-28 14:34:00,2022-05-28 15:24:12.000000000,M01,gear,B,False,50.2
J506577,2022-05-28 15:22:00,2022-05-28 16:12:48.000000000,M06,housing,B,False,50.8
J506578,2022-05-28 15:24:00,2022-05-28 16:13:24.000000000,M09,shaft,B,False,49.4
J506579,2022-05-28 16:08:00,2022-05-28 17:01:30.000000000,M02,gear,C,False,53.5
J506580,2022-05-28 16:16:00,2022-05-28 17:05:00.000000000,M11,plate,C,False,49.0
J506581,2022-05-28 16:16:00,2022-05-28 17:05:12.000000000,M01,bracket,C,False,49.2
J506582,2022-05-28 17:10:00,2022-05-28 17:59:36.000000000,M09,shaft,C,False,49.6
J506583,2022-05-28 17:23:00,2022-05-28 18:11:00.000000000,M11,shaft,C,False,48.0
J506584,2022-05-28 17:24:00,2022-05-28 18:14:18.000000000,M02,flange,C,False,50.3
J506585,2022-05-28 17:28:00,2022-05-28 18:17:12.000000000,M04,housing,C,False,49.2
J506586,2022-05-28 18:27:00,2022-05-28 19:16:42.000000000,M10,shaft,C,False,49.7
J506587,2022-05-28 18:36:00,2022-05-28 19:24:54.000000000,M11,gear,C,False,48.9
J506588,2022-05-28 19:03:00,2022-05-28 19:55:54.000000000,M08,plate,C,False,52.9
J506589,2022-05-28 19:08:00,2022-05-28 19:55:06.000000000,M03,gear,C,False,47.1
J506590,2022-05-28 19:10:00,2022-05-28 20:03:36.000000000,M03,housing,C,False,53.6
J506591,2022-05-28 19:44:00,2022-05-28 20:33:42.000000000,M01,flange,C,False,49.7
J506592,2022-05-28 19:50:00,2022-05-28 20:39:48.000000000,M11,bracket,C,False,49.8
J506593,2022-05-28 21:11:00,2022-05-28 22:03:30.000000000,M05,shaft,C,False,52.5
J506594,2022-05-28 21:36:00,2022-05-28 22:26:48.000000000,M08,plate,C,False,50.8
J506595,2022-05-28 21:36:00,2022-05-28 22:25:42.000000000,M12,plate,C,False,49.7
J506596,2022-05-28 22:23:00,2022-05-28 23:14:54.000000000,M10,gear,C,False,51.9
J506597,2022-05-28 22:59:00,2022-05-28 23:47:30.000000000,M05,shaft,C,False,48.5
J506598,2022-05-28 23:00:00,2022-05-28 23:50:00.000000000,M12,shaft,C,False,50.0
J506599,2022-05-28 23:34:00,2022-05-29 00:25:12.000000000,M11,gear,C,False,51.2
J506600,2022-05-29 00:07:00,2022-05-29 00:59:00.000000000,M04,shaft,A,False,52.0
J506601,2022-05-29 00:54:00,2022-05-29 01:47:42.000000000,M09,housing,A,False,53.7
J506602,2022-05-29 01:13:00,2022-05-29 02:05:36.000000000,M08,flange,A,False,52.6
J506603,2022-05-29 01:23:00,2022-05-29 02:09:24.000000000,M05,flange,A,False,46.4
J506604,2022-05-29 01:43:00,2022-05-29 02:32:36.000000000,M12,housing,A,False,49.6
J506605,2022-05-29 01:57:00,2022-05-29 02:50:24.000000000,M10,gear,A,False,53.4
J506606,2022-05-29 01:57:00,2022-05-29 02:46:36.000000000,M10,bracket,A,False,49.6
J506607,2022-05-29 01:59:00,2022-05-29 02:52:42.000000000,M08,bracket,A,False,53.7
J506608,2022-05-29 02:12:00,2022-05-29 03:04:42.000000000,M10,shaft,A,False,52.7
J506609,2022-05-29 02:14:00,2022-05-29 03:08:30.000000000,M06,flange,A,False,54.5
J506610,2022-05-29 02:23:00,2022-05-29 03:10:24.000000000,M08,housing,A,False,47.4
J506611,2022-05-29 03:20:00,2022-05-29 04:13:18.000000000,M09,bracket,A,False,53.3
J506612,2022-05-29 04:44:00,2022-05-29 05:35:12.000000000,M04,gear,A,False,51.2
J506613,2022-05-29 06:59:00,2022-05-29 07:51:48.000000000,M03,plate,A,False,52.8
J506614,2022-05-29 07:04:00,2022-05-29 07:52:48.000000000,M12,plate,A,False,48.8
J506615,2022-05-29 07:13:00,2022-05-29 08:04:48.000000000,M07,housing,A,False,51.8
J506616,2022-05-29 07:37:00,2022-05-29 08:28:12.000000000,M12,gear,A,False,51.2
J506617,2022-05-29 07:46:00,2022-05-29 08:41:54.000000000,M07,gear,A,False,55.9
J506618,2022-05-29 08:24:00,2022-05-29 09:14:48.000000000,M10,shaft,B,False,50.8
J506619,2022-05-29 08:27:00,2022-05-29 09:18:18.000000000,M05,flange,B,False,51.3
J506620,2022-05-29 09:00:00,2022-05-29 09:51:18.000000000,M08,gear,B,False,51.3
J506621,2022-05-29 10:42:00,2022-05-29 11:35:30.000000000,M08,flange,B,False,53.5
J506622,2022-05-29 11:05:00,2022-05-29 11:53:18.000000000,M06,flange,B,True,48.3
J506623,2022-05-29 11:06:00,2022-05-29 11:57:24.000000000,M05,housing,B,False,51.4
J506624,2022-05-29 11:54:00,2022-05-29 12:47:36.000000000,M01,flange,B,False,53.6
J506625,2022-05-29 12:32:00,2022-05-29 13:26:24.000000000,M12,shaft,B,False,54.4
J506626,2022-05-29 12:55:00,2022-05-29 13:44:18.000000000,M05,housing,B,False,49.3
J506627,2022-05-29 13:54:00,2022-05-29 14:45:12.000000000,M04,flange,B,False,51.2
J506628,2022-05-29 13:55:00,2022-05-29 14:46:00.000000000,M05,housing,B,False,51.0
J506629,2022-05-29 14:53:00,2022-05-29 15:45:48.000000000,M04,gear,B,False,52.8
J506630,2022-05-29 15:05:00,2022-05-29 15:54:12.000000000,M11,plate,B,False,49.2
J506631,2022-05-29 15:06:00,2022-05-29 16:02:12.000000000,M11,flange,B,False,56.2
J506632,2022-05-29 19:50:00,2022-05-29 20:38:30.000000000,M07,flange,C,False,48.5
J506633,2022-05-29 19:57:00,2022-05-29 20:48:54.000000000,M11,plate,C,False,51.9
J506634,2022-05-29 20:42:00,2022-05-29 21:30:30.000000000,M10,bracket,C,True,48.5
J506635,2022-05-29 20:53:00,2022-05-29 21:42:18.000000000,M02,bracket,C,False,49.3
J506636,2022-05-29 20:55:00,2022-05-29 21:45:18.000000000,M10,shaft,C,False,50.3
J506637,2022-05-29 21:24:00,2022-05-29 22:13:12.000000000,M09,shaft,C,False,49.2
J506638,2022-05-29 23:01:00,2022-05-29 23:56:06.000000000,M06,shaft,C,False,55.1
J506639,2022-05-29 23:35:00,2022-05-30 00:29:48.000000000,M10,gear,C,False,54.8
J506640,2022-05-30 00:00:00,2022-05-30 00:57:18.000000000,M07,plate,A,False,57.3
J506641,2022-05-30 00:21:00,2022-05-30 01:15:18.000000000,M02,flange,A,False,54.3
J506642,2022-05-30 00:55:00,2022-05-30 01:52:42.000000000,M09,bracket,A,False,57.7
J506643,2022-05-30 01:10:00,2022-05-30 02:06:42.000000000,M02,shaft,A,False,56.7
J506644,2022-05-30 02:40:00,2022-05-30 03:37:18.000000000,M08,bracket,A,False,57.3
J506645,2022-05-30 03:11:00,2022-05-30 04:06:54.000000000,M12,plate,A,False,55.9
J506646,2022-05-30 03:40:00,2022-05-30 04:33:42.000000000,M05,housing,A,False,53.7
J506647,2022-05-30 04:34:00,2022-05-30 05:27:12.000000000,M02,gear,A,False,53.2
J506648,2022-05-30 05:01:00,2022-05-30 05:58:30.000000000,M08,housing,A,False,57.5
J506649,2022-05-30 06:14:00,2022-05-30 07:12:18.000000000,M03,flange,A,False,58.3
J506650,2022-05-30 09:05:00,2022-05-30 09:58:54.000000000,M02,housing,B,False,53.9
J506651,2022-05-30 10:10:00,2022-05-30 11:01:12.000000000,M12,plate,B,False,51.2
J506652,2022-05-30 10:51:00,2022-05-30 11:45:42.000000000,M10,plate,B,False,54.7
J506653,2022-05-30 11:46:00,2022-05-30 12:41:48.000000000,M09,gear,B,False,55.8
J506654,2022-05-30 12:09:00,2022-05-30 13:05:36.000000000,M04,shaft,B,False,56.6
J506655,2022-05-30 12:36:00,2022-05-30 13:31:36.000000000,M09,flange,B,False,55.6
J506656,2022-05-30 13:00:00,2022-05-30 13:57:18.000000000,M12,housing,B,False,57.3
J506657,2022-05-30 14:02:00,2022-05-30 14:55:24.000000000,M01,housing,B,False,53.4
J506658,2022-05-30 14:21:00,2022-05-30 15:17:06.000000000,M08,bracket,B,False,56.1
J506659,2022-05-30 14:46:00,2022-05-30 15:40:00.000000000,M06,bracket,B,False,54.0
J506660,2022-05-30 14:52:00,2022-05-30 15:48:12.000000000,M05,gear,B,False,56.2
J506661,2022-05-30 14:53:00,2022-05-30 15:45:54.000000000,M10,plate,B,False,52.9
J506662,2022-05-30 15:26:00,2022-05-30 16:23:06.000000000,M07,gear,B,False,57.1
J506663,2022-05-30 15:38:00,2022-05-30 16:30:30.000000000,M11,housing,B,False,52.5
J506664,2022-05-30 17:50:00,2022-05-30 18:46:42.000000000,M05,bracket,C,False,56.7
J506665,2022-05-30 17:53:00,2022-05-30 18:46:24.000000000,M12,flange,C,False,53.4
J506666,2022-05-30 17:58:00,2022-05-30 18:56:54.000000000,M06,bracket,C,False,58.9
J506667,2022-05-30 19:15:00,2022-05-30 20:13:24.000000000,M10,plate,C,False,58.4
J506668,2022-05-30 20:28:00,2022-05-30 21:23:54.000000000,M01,plate,C,False,55.9
J506669,2022-05-30 20:33:00,2022-05-30 21:29:24.000000000,M07,gear,C,False,56.4
J506670,2022-05-30 21:14:00,2022-05-30 22:10:54.000000000,M10,housing,C,False,56.9
J506671,2022-05-30 21:22:00,2022-05-30 22:19:12.000000000,M04,bracket,C,False,57.2
J506672,2022-05-30 21:32:00,2022-05-30 22:24:00.000000000,M12,plate,C,False,52.0
J506673,2022-05-30 21:37:00,2022-05-30 22:32:12.000000000,M06,flange,C,False,55.2
J506674,2022-05-30 21:45:00,2022-05-30 22:39:42.000000000,M08,gear,C,False,54.7
J506675,2022-05-30 21:49:00,2022-05-30 22:39:36.000000000,M11,shaft,C,False,50.6
J506676,2022-05-30 21:50:00,2022-05-30 22:45:42.000000000,M12,gear,C,False,55.7
J506677,2022-05-30 22:03:00,2022-05-30 22:54:30.000000000,M10,gear,C,False,51.5
J506678,2022-05-30 22:53:00,2022-05-30 23:46:30.000000000,M05,flange,C,False,53.5
J506679,2022-05-30 22:54:00,2022-05-30 23:44:24.000000000,M12,bracket,C,False,50.4
J506680,2022-05-30 23:06:00,2022-05-31 00:00:30.000000000,M05,gear,C,False,54.5
J506681,2022-05-30 23:27:00,2022-05-31 00:23:12.000000000,M03,gear,C,False,56.2
J506682,2022-05-30 23:37:00,2022-05-31 00:32:54.000000000,M10,shaft,C,False,55.9
J506683,2022-05-31 01:15:00,2022-05-31 02:15:00.000000000,M03,bracket,A,False,60.0
J506684,2022-05-31 01:23:00,2022-05-31 02:21:30.000000000,M06,housing,A,False,58.5
J506685,2022-05-31 01:25:00,2022-05-31 02:19:06.000000000,M11,gear,A,False,54.1
J506686,2022-05-31 01:44:00,2022-05-31 02:39:00.000000000,M05,housing,A,False,55.0
J506687,2022-05-31 03:00:00,2022-05-31 03:49:54.000000000,M07,gear,A,False,49.9
J506688,2022-05-31 03:03:00,2022-05-31 04:02:12.000000000,M08,flange,A,False,59.2
J506689,2022-05-31 03:21:00,2022-05-31 04:14:42.000000000,M01,shaft,A,False,53.7
J506690,2022-05-31 03:44:00,2022-05-31 04:37:30.000000000,M06,plate,A,False,53.5
J506691,2022-05-31 04:04:00,2022-05-31 04:59:18.000000000,M02,plate,A,False,55.3
J506692,2022-05-31 04:27:00,2022-05-31 05:22:36.000000000,M06,shaft,A,False,55.6
J506693,2022-05-31 04:35:00,2022-05-31 05:30:36.000000000,M05,flange,A,False,55.6
J506694,2022-05-31 05:00:00,2022-05-31 05:55:54.000000000,M04,shaft,A,False,55.9
J506695,2022-05-31 05:02:00,2022-05-31 06:00:00.000000000,M01,gear,A,False,58.0
J506696,2022-05-31 05:33:00,2022-05-31 06:29:36.000000000,M09,flange,A,False,56.6
J506697,2022-05-31 06:09:00,2022-05-31 07:05:06.000000000,M05,gear,A,False,56.1
J506698,2022-05-31 07:36:00,2022-05-31 08:33:06.000000000,M10,shaft,A,False,57.1
J506699,2022-05-31 07:48:00,2022-05-31 08:44:42.000000000,M11,housing,A,False,56.7
J506700,2022-05-31 07:55:00,2022-05-31 08:53:48.000000000,M11,bracket,A,True,58.8
J506701,2022-05-31 08:42:00,2022-05-31 09:39:06.000000000,M05,plate,B,False,57.1
J506702,2022-05-31 09:12:00,2022-05-31 10:07:36.000000000,M02,plate,B,False,55.6
J506703,2022-05-31 09:15:00,2022-05-31 10:09:06.000000000,M02,bracket,B,False,54.1
J506704,2022-05-31 09:26:00,2022-05-31 10:20:12.000000000,M07,gear,B,False,54.2
J506705,2022-05-31 09:32:00,2022-05-31 10:26:30.000000000,M04,shaft,B,False,54.5
J506706,2022-05-31 10:16:00,2022-05-31 11:08:42.000000000,M01,housing,B,False,52.7
J506707,2022-05-31 10:46:00,2022-05-31 11:38:24.000000000,M10,housing,B,False,52.4
J506708,2022-05-31 11:00:00,2022-05-31 11:57:06.000000000,M07,shaft,B,False,57.1
J506709,2022-05-31 11:50:00,2022-05-31 12:45:30.000000000,M02,shaft,B,False,55.5
J506710,2022-05-31 11:52:00,2022-05-31 12:50:06.000000000,M07,bracket,B,False,58.1
J506711,2022-05-31 15:47:00,2022-05-31 16:45:12.000000000,M12,flange,B,False,58.2
J506712,2022-05-31 16:02:00,2022-05-31 16:58:24.000000000,M11,flange,C,False,56.4
J506713,2022-05-31 18:08:00,2022-05-31 19:04:18.000000000,M12,housing,C,False,56.3
J506714,2022-05-31 18:42:00,2022-05-31 19:36:24.000000000,M08,flange,C,False,54.4
J506715,2022-05-31 19:09:00,2022-05-31 20:04:54.000000000,M11,shaft,C,False,55.9
J506716,2022-05-31 19:31:00,2022-05-31 20:27:30.000000000,M11,gear,C,False,56.5
J506717,2022-05-31 20:01:00,2022-05-31 20:55:42.000000000,M06,plate,C,False,54.7
J506718,2022-05-31 22:28:00,2022-05-31 23:23:30.000000000,M08,bracket,C,False,55.5
J506719,2022-05-31 23:40:00,2022-06-01 00:38:18.000000000,M05,shaft,C,False,58.3
J506720,2022-05-31 23:59:00,2022-06-01 00:54:42.000000000,M08,plate,C,False,55.7
J506721,2022-06-01 00:31:00,2022-06-01 01:20:30.000000000,M06,shaft,A,False,49.5
J506722,2022-06-01 00:55:00,2022-06-01 01:49:42.000000000,M01,flange,A,False,54.7
J506723,2022-06-01 01:35:00,2022-06-01 02:28:24.000000000,M09,bracket,A,False,53.4
J506724,2022-06-01 02:01:00,2022-06-01 02:57:18.000000000,M05,flange,A,False,56.3
J506725,2022-06-01 03:19:00,2022-06-01 04:19:00.000000000,M03,shaft,A,False,60.0
J506726,2022-06-01 03:33:00,2022-06-01 04:28:36.000000000,M11,gear,A,False,55.6
J506727,2022-06-01 03:45:00,2022-06-01 04:40:18.000000000,M06,flange,A,False,55.3
J506728,2022-06-01 03:50:00,2022-06-01 04:45:24.000000000,M03,shaft,A,False,55.4
J506729,2022-06-01 03:58:00,2022-06-01 04:54:30.000000000,M07,plate,A,False,56.5
J506730,2022-06-01 04:23:00,2022-06-01 05:17:42.000000000,M02,gear,A,False,54.7
J506731,2022-06-01 05:03:00,2022-06-01 05:55:24.000000000,M11,housing,A,False,52.4
J506732,2022-06-01 05:32:00,2022-06-01 06:25:24.000000000,M05,gear,A,False,53.4
J506733,2022-06-01 06:31:00,2022-06-01 07:28:36.000000000,M10,housing,A,False,57.6
J506734,2022-06-01 06:39:00,2022-06-01 07:34:54.000000000,M12,flange,A,False,55.9
J506735,2022-06-01 07:32:00,2022-06-01 08:28:42.000000000,M07,gear,A,False,56.7
J506736,2022-06-01 08:04:00,2022-06-01 08:55:48.000000000,M01,housing,B,False,51.8
J506737,2022-06-01 08:08:00,2022-06-01 09:01:06.000000000,M01,plate,B,False,53.1
J506738,2022-06-01 08:45:00,2022-06-01 09:37:06.000000000,M12,housing,B,False,52.1
J506739,2022-06-01 09:03:00,2022-06-01 09:55:06.000000000,M07,bracket,B,False,52.1
J506740,2022-06-01 09:31:00,2022-06-01 10:26:42.000000000,M02,plate,B,False,55.7
J506741,2022-06-01 09:49:00,2022-06-01 10:47:12.000000000,M05,gear,B,False,58.2
J506742,2022-06-01 10:12:00,2022-06-01 11:07:54.000000000,M07,plate,B,False,55.9
J506743,2022-06-01 11:59:00,2022-06-01 12:56:06.000000000,M10,gear,B,False,57.1
J506744,2022-06-01 12:16:00,2022-06-01 13:13:18.000000000,M09,gear,B,False,57.3
J506745,2022-06-01 12:22:00,2022-06-01 13:16:18.000000000,M08,flange,B,False,54.3
J506746,2022-06-01 13:06:00,2022-06-01 14:02:12.000000000,M04,flange,B,False,56.2
J506747,2022-06-01 13:07:00,2022-06-01 13:56:54.000000000,M07,bracket,B,False,49.9
J506748,2022-06-01 13:10:00,2022-06-01 14:08:42.000000000,M04,plate,B,False,58.7
J506749,2022-06-01 13:47:00,2022-06-01 14:44:30.000000000,M10,flange,B,False,57.5
J506750,2022-06-01 14:14:00,2022-06-01 15:08:00.000000000,M01,plate,B,False,54.0
J506751,2022-06-01 15:12:00,2022-06-01 16:10:00.000000000,M09,shaft,B,False,58.0
J506752,2022-06-01 16:31:00,2022-06-01 17:26:00.000000000,M07,gear,C,False,55.0
J506753,2022-06-01 18:05:00,2022-06-01 19:01:48.000000000,M10,bracket,C,False,56.8
J506754,2022-06-01 20:30:00,2022-06-01 21:26:00.000000000,M09,plate,C,True,56.0
J506755,2022-06-01 20:47:00,2022-06-01 21:43:30.000000000,M12,plate,C,False,56.5
J506756,2022-06-01 20:54:00,2022-06-01 21:46:12.000000000,M05,housing,C,False,52.2
