Date,Weekday,Week_Number,Month,Year,Hour,Country,Region,Site,Queue_Name,Channel,All_Units_Filter,Queue_Units_Filter,ASU_Tier_Filter,Business_Unit,planned_Volume,offered_Volume,handled_Volume,abandoned_Volume,backlog_Volume,aHT_Seconds,handle_Time_Total,Wait_Time_Avg,shrinkage_Percent,required_FTE,agent_Count,utilization_percent,Active_Agents,Service_Level_Percent,Occupancy_Percent
2023-11-13,Monday,46,November,2023,21,Paraguay,AMER,Paraguay Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 3,E-commerce,195,200,179,21,21,356,63724,37.38,34,2,3,75,2,71,72
2025-10-02,Thursday,40,October,2025,10,Italy,EMEA,Rome,RETENTION_VOICE_T2,Email,Enterprise,Retention,Tier 1,Retail,228,219,202,17,17,866,174932,67.22374429,24,6,7,84,6,72,81
2021-12-15,Wednesday,50,December,2021,20,Ireland,EMEA,Dublin,RETENTION_VOICE_T2,Email,Enterprise,Retention,Tier 1,Telecom,469,462,435,27,27,497,216195,29.04545455,26,7,9,85,8,95,66
2021-01-27,Wednesday,4,January,2021,15,Indonesia,APAC,Indonesia Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 2,Retail,191,171,159,12,12,498,79182,34.94736842,22,2,2,68,1,73,69
2023-01-11,Wednesday,2,January,2023,11,Greece,EMEA,Greece Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 1,Retail,380,394,364,30,30,851,309764,64.79695431,34,10,13,93,12,71,75
2021-04-30,Friday,17,April,2021,17,Belgium,EMEA,Belgium Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 3,E-commerce,198,190,177,13,13,430,76110,29.42105263,35,2,3,76,2,91,90
2021-01-13,Wednesday,2,January,2021,11,Belgium,EMEA,Belgium Hub,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 2,Banking,496,513,506,7,7,750,379500,10.23391813,26,13,16,77,12,74,76
2023-11-09,Thursday,45,November,2023,19,United States,AMER,New York,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 1,E-commerce,250,261,256,5,5,419,107264,8.026819923,26,3,4,80,3,72,80
2021-02-02,Tuesday,5,February,2021,15,Chile,AMER,Chile Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 2,Retail,404,389,371,18,18,212,78652,9.809768638,16,2,2,71,1,72,89
2025-05-17,Saturday,20,May,2025,20,North Korea,APAC,North Korea Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 3,Retail,233,253,245,8,8,223,54635,7.051383399,23,1,1,88,1,71,67
2021-12-27,Monday,52,December,2021,7,Bulgaria,EMEA,Bulgaria Hub,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 1,Healthcare,355,349,329,20,20,653,214837,37.42120344,17,7,8,80,6,78,83
2021-10-13,Wednesday,41,October,2021,20,Vietnam,APAC,Vietnam Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 2,Banking,441,469,467,2,2,728,339976,3.104477612,29,11,14,86,12,82,89
2025-12-27,Saturday,52,December,2025,22,Indonesia,APAC,Indonesia Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 2,Banking,264,245,241,4,4,407,98087,6.644897959,21,3,4,68,3,94,71
2021-12-27,Monday,52,December,2021,10,Netherlands,EMEA,Amsterdam,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 2,Healthcare,290,286,261,25,25,357,93177,31.20629371,22,3,4,65,3,71,70
2023-01-11,Wednesday,2,January,2023,8,Romania,EMEA,Romania Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 1,Healthcare,238,264,244,20,20,490,119560,37.12121212,20,4,5,80,4,92,76
2021-01-29,Friday,4,January,2021,11,Taiwan,APAC,Taiwan Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 1,Banking,438,455,442,13,13,711,314262,20.31428571,30,10,13,70,9,89,89
2025-10-22,Wednesday,43,October,2025,12,Chile,AMER,Chile Hub,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 1,Banking,389,419,392,27,27,735,288120,47.3627685,25,10,13,82,11,74,62
2023-05-05,Friday,18,May,2023,23,Vietnam,APAC,Vietnam Hub,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 1,Retail,377,359,351,8,8,408,143208,9.091922006,27,4,5,79,4,72,60
2024-09-28,Saturday,39,September,2024,15,Poland,EMEA,Poland Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 2,Telecom,123,142,136,6,6,217,29512,9.169014085,35,1,1,77,1,90,80
2024-07-17,Wednesday,29,July,2024,1,Australia,APAC,Sydney,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 2,Healthcare,164,164,164,0,0,783,128412,0.0,16,4,5,90,5,94,68
2025-06-01,Sunday,22,June,2025,16,Israel,EMEA,Israel Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 3,Telecom,452,455,431,24,24,780,336180,41.14285714,23,11,14,94,13,88,90
2023-01-10,Tuesday,2,January,2023,6,Czech Republic,EMEA,Czech Republic Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 3,Healthcare,152,150,137,13,13,764,104668,66.21333333,26,3,4,85,3,71,78
2025-11-07,Friday,45,November,2025,9,Denmark,EMEA,Denmark Hub,RETENTION_VOICE_T2,Chat,Consumer,Retention,Tier 3,E-commerce,299,293,281,12,12,717,201477,29.36518771,25,6,8,88,7,71,88
2025-09-01,Monday,36,September,2025,5,United States,AMER,Dallas,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 3,Telecom,96,119,93,26,26,343,31899,74.94117647,29,1,1,83,1,86,76
2022-07-29,Friday,30,July,2022,16,Greece,EMEA,Greece Hub,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 3,Banking,279,304,281,23,23,767,215527,58.02960526,20,7,8,81,6,92,63
2025-01-03,Friday,1,January,2025,22,Turkey,EMEA,Turkey Hub,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 1,Retail,167,186,166,20,20,761,126326,81.82795699,29,4,5,81,4,76,75
2022-08-29,Monday,35,August,2022,17,Kenya,EMEA,Kenya Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 3,Telecom,384,397,374,23,23,543,203082,31.45843829,20,7,8,72,6,81,77
2026-03-16,Monday,12,March,2026,16,Chile,AMER,Chile Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 2,Retail,133,128,122,6,6,464,56608,21.75,31,1,1,71,1,81,63
2026-01-14,Wednesday,3,January,2026,21,Thailand,APAC,Thailand Hub,RETENTION_VOICE_T2,Chat,Consumer,Retention,Tier 2,Banking,491,514,485,29,29,306,148410,17.26459144,18,5,6,87,5,81,82
2026-03-18,Wednesday,12,March,2026,7,China,APAC,Shanghai,RETENTION_VOICE_T2,Chat,Consumer,Retention,Tier 1,Telecom,94,83,78,5,5,647,50466,38.97590361,15,1,1,75,1,79,81
2021-08-30,Monday,35,August,2021,7,Brazil,AMER,Sao Paulo,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 2,Banking,195,225,210,15,15,606,127260,40.4,23,4,5,69,3,80,64
2023-11-20,Monday,47,November,2023,5,China,APAC,Shanghai,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 1,Telecom,393,374,353,21,21,819,289107,45.98663102,16,10,12,76,9,84,64
2021-09-11,Saturday,36,September,2021,17,Philippines,APAC,Manila,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 3,Banking,125,134,117,17,17,200,23400,25.37313433,18,0,0,79,0,95,69
2025-10-31,Friday,44,October,2025,15,Thailand,APAC,Thailand Hub,RETENTION_VOICE_T2,Chat,Consumer,Retention,Tier 3,Banking,170,193,169,24,24,705,119145,87.66839378,16,4,5,70,4,70,82
2023-12-19,Tuesday,51,December,2023,14,Mongolia,APAC,Mongolia Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 2,Telecom,59,77,64,13,13,238,15232,40.18181818,15,0,0,67,0,80,71
2025-03-02,Sunday,9,March,2025,9,Indonesia,APAC,Indonesia Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 3,Telecom,95,80,51,29,29,830,42330,300.875,21,1,1,94,1,86,86
2022-12-01,Thursday,48,December,2022,14,Slovenia,EMEA,Slovenia Hub,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 2,E-commerce,70,63,43,20,20,567,24381,180.0,20,0,0,73,0,93,81
2023-08-10,Thursday,32,August,2023,4,Sweden,EMEA,Sweden Hub,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 2,Telecom,96,109,82,27,27,359,29438,88.9266055,19,1,1,79,1,82,60
2022-06-02,Thursday,22,June,2022,15,Spain,EMEA,Madrid,RETENTION_VOICE_T2,Email,Enterprise,Retention,Tier 1,Healthcare,70,86,62,24,24,811,50282,226.3255814,16,1,1,88,1,92,81
2021-03-22,Monday,12,March,2021,11,Turkey,EMEA,Turkey Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 3,Banking,252,269,241,28,28,730,175930,75.98513011,28,6,8,81,6,83,75
2024-07-11,Thursday,28,July,2024,13,Portugal,EMEA,Portugal Hub,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 2,Healthcare,121,103,101,2,2,773,78073,15.00970874,15,2,2,83,2,90,90
2025-04-12,Saturday,15,April,2025,14,Denmark,EMEA,Denmark Hub,RETENTION_VOICE_T2,Email,Enterprise,Retention,Tier 1,Healthcare,393,391,366,25,25,412,150792,26.342711,24,5,6,90,5,88,79
2026-04-02,Thursday,14,April,2026,3,Ukraine,EMEA,Ukraine Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 3,Banking,88,112,94,18,18,862,81028,138.5357143,32,2,3,68,2,77,61
2021-09-20,Monday,38,September,2021,10,Iceland,EMEA,Iceland Hub,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 2,E-commerce,422,407,397,10,10,766,304102,18.82063882,32,10,13,95,12,72,84
2022-11-18,Friday,46,November,2022,6,United Kingdom,EMEA,London,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 1,Telecom,110,103,97,6,6,737,71489,42.93203884,22,2,2,69,1,78,80
2025-01-25,Saturday,4,January,2025,4,Russia,EMEA,Russia Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 3,Retail,52,40,21,19,19,708,14868,336.3,19,0,0,79,0,71,60
2024-10-11,Friday,41,October,2024,1,Australia,APAC,Sydney,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 1,E-commerce,319,349,333,16,16,363,120879,16.64183381,15,4,5,91,5,71,63
2022-08-26,Friday,34,August,2022,10,Spain,EMEA,Madrid,RETENTION_VOICE_T2,Email,Enterprise,Retention,Tier 2,Telecom,420,434,424,10,10,529,224296,12.18894009,31,7,9,81,7,91,80
2025-10-07,Tuesday,41,October,2025,16,Netherlands,EMEA,Amsterdam,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 3,Banking,282,279,264,15,15,453,119592,24.35483871,22,4,5,90,5,74,77
2021-05-19,Wednesday,20,May,2021,15,Sweden,EMEA,Sweden Hub,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 1,Banking,462,475,474,1,1,627,297198,1.32,33,10,13,67,9,84,80
2023-10-25,Wednesday,43,October,2023,0,Czech Republic,EMEA,Czech Republic Hub,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 1,Healthcare,65,68,46,22,22,468,21528,151.4117647,23,0,0,95,0,73,77
2022-01-16,Sunday,2,January,2022,19,Brazil,AMER,Sao Paulo,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 1,Banking,468,498,484,14,14,304,147136,8.546184739,19,5,6,89,5,71,75
2022-05-07,Saturday,18,May,2022,4,Hungary,EMEA,Hungary Hub,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 2,Banking,183,179,169,10,10,236,39884,13.18435754,35,1,1,91,1,92,80
2022-05-19,Thursday,20,May,2022,11,Norway,EMEA,Norway Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 1,Healthcare,59,59,59,0,0,578,34102,0.0,21,1,1,93,1,90,66
2024-11-22,Friday,47,November,2024,7,Ireland,EMEA,Dublin,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 3,Healthcare,444,451,425,26,26,259,110075,14.93126386,32,3,4,73,3,89,79
2022-03-28,Monday,13,March,2022,5,South Korea,APAC,South Korea Hub,RETENTION_VOICE_T2,Chat,Consumer,Retention,Tier 3,E-commerce,290,299,292,7,7,399,116508,9.341137124,19,4,5,73,4,93,70
2025-03-22,Saturday,12,March,2025,3,Greece,EMEA,Greece Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 2,E-commerce,278,306,306,0,0,486,148716,0.0,28,5,6,95,6,84,81
2021-12-27,Monday,52,December,2021,18,France,EMEA,Paris,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 2,Retail,267,281,262,19,19,248,64976,16.76868327,18,2,2,71,1,85,71
2024-09-12,Thursday,37,September,2024,23,South Korea,APAC,South Korea Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 1,Telecom,119,133,124,9,9,412,51088,27.87969925,15,1,1,87,1,87,86
2022-05-20,Friday,20,May,2022,8,Hungary,EMEA,Hungary Hub,RETENTION_VOICE_T2,Chat,Consumer,Retention,Tier 2,Telecom,481,509,503,6,6,311,156433,3.666011788,34,5,7,93,7,77,60
2023-08-26,Saturday,34,August,2023,12,Greece,EMEA,Greece Hub,RETENTION_VOICE_T2,Email,Enterprise,Retention,Tier 3,Banking,221,225,206,19,19,833,171598,70.34222222,19,5,6,73,4,94,79
2024-02-04,Sunday,5,February,2024,20,Chile,AMER,Chile Hub,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 1,E-commerce,454,467,452,15,15,638,288376,20.49250535,21,10,12,68,8,83,83
2026-11-03,Tuesday,45,November,2026,20,Romania,EMEA,Romania Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 1,Banking,456,451,428,23,23,665,284620,33.9135255,35,9,12,83,10,86,81
2024-11-25,Monday,48,November,2024,17,Netherlands,EMEA,Amsterdam,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 3,Healthcare,394,393,381,12,12,250,95250,7.633587786,27,3,4,95,4,75,65
2023-02-22,Wednesday,8,February,2023,0,Germany,EMEA,Berlin,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 2,Banking,435,417,397,20,20,854,339038,40.95923261,24,11,14,66,9,84,67
2025-02-28,Friday,9,February,2025,21,Chile,AMER,Chile Hub,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 2,Retail,87,95,67,28,28,766,51322,225.7684211,35,1,1,82,1,71,76
2025-03-14,Friday,11,March,2025,4,Pakistan,APAC,Pakistan Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 1,Telecom,352,338,311,27,27,652,202772,52.08284024,24,7,9,81,7,76,71
2022-10-18,Tuesday,42,October,2022,1,Norway,EMEA,Norway Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 2,Banking,279,262,237,25,25,886,209982,84.54198473,21,7,8,95,8,81,88
2023-04-27,Thursday,17,April,2023,11,Turkey,EMEA,Turkey Hub,RETENTION_VOICE_T2,Email,Enterprise,Retention,Tier 2,Banking,487,498,497,1,1,687,341439,1.379518072,19,11,13,95,12,77,76
2024-06-17,Monday,25,June,2024,9,Portugal,EMEA,Portugal Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 1,Telecom,380,383,372,11,11,201,74772,5.772845953,30,2,3,77,2,92,75
2022-12-12,Monday,50,December,2022,6,Luxembourg,EMEA,Luxembourg Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 2,Retail,130,110,83,27,27,655,54365,160.7727273,16,1,1,72,1,82,84
2024-02-19,Monday,8,February,2024,4,France,EMEA,Paris,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 2,E-commerce,103,120,95,25,25,850,80750,177.0833333,34,2,3,91,3,72,78
2022-11-23,Wednesday,47,November,2022,4,Brazil,AMER,Sao Paulo,RETENTION_VOICE_T2,Email,Enterprise,Retention,Tier 1,Retail,424,445,430,15,15,357,153510,12.03370787,25,5,6,69,4,93,72
2025-01-02,Thursday,1,January,2025,8,Iceland,EMEA,Iceland Hub,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 2,Retail,239,226,210,16,16,339,71190,24.0,15,2,2,69,1,88,65
2024-12-28,Saturday,52,December,2024,1,Slovakia,EMEA,Slovakia Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 3,Telecom,97,114,113,1,1,335,37855,2.938596491,20,1,1,92,1,72,77
2021-03-10,Wednesday,10,March,2021,4,China,APAC,Shanghai,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 1,Banking,233,255,231,24,24,506,116886,47.62352941,26,4,5,72,4,89,85
2021-11-13,Saturday,45,November,2021,15,Indonesia,APAC,Indonesia Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 2,E-commerce,430,455,437,18,18,188,82156,7.437362637,27,2,3,71,2,91,60
2022-07-17,Sunday,28,July,2022,4,Philippines,APAC,Cebu,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 1,Telecom,115,107,88,19,19,354,31152,62.85981308,30,1,1,67,1,92,86
2021-04-26,Monday,17,April,2021,2,Hong Kong,APAC,Hong Kong Hub,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 2,Telecom,343,352,333,19,19,843,280719,45.50284091,27,9,11,93,10,95,76
2025-04-06,Sunday,14,April,2025,0,Bulgaria,EMEA,Bulgaria Hub,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 1,E-commerce,140,165,151,14,14,723,109173,61.34545455,25,3,4,72,3,87,85
2023-08-28,Monday,35,August,2023,15,Netherlands,EMEA,Amsterdam,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 3,Healthcare,96,104,91,13,13,256,23296,32.0,16,0,0,88,0,91,67
2024-08-08,Thursday,32,August,2024,14,South Korea,APAC,South Korea Hub,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 3,Healthcare,129,136,107,29,29,502,53714,107.0441176,20,1,1,78,1,72,78
2023-05-21,Sunday,20,May,2023,16,Greece,EMEA,Greece Hub,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 1,Retail,332,320,306,14,14,336,102816,14.7,16,3,3,80,2,76,61
2025-11-09,Sunday,45,November,2025,14,Brazil,AMER,Sao Paulo,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 2,Telecom,335,356,355,1,1,828,293940,2.325842697,32,10,13,72,9,90,65
2025-07-14,Monday,29,July,2025,17,Thailand,APAC,Thailand Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 1,Telecom,362,344,336,8,8,522,175392,12.13953488,20,6,7,82,6,84,86
2025-09-24,Wednesday,39,September,2025,10,Denmark,EMEA,Denmark Hub,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 3,Healthcare,98,123,121,2,2,823,99583,13.38211382,25,3,4,69,3,72,89
2025-04-27,Sunday,17,April,2025,18,Paraguay,AMER,Paraguay Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 3,E-commerce,228,215,192,23,23,618,118656,66.11162791,15,4,5,81,4,86,87
2025-04-23,Wednesday,17,April,2025,4,Chile,AMER,Chile Hub,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 3,Telecom,459,473,448,25,25,605,271040,31.97674419,18,9,11,66,7,72,62
2023-09-16,Saturday,37,September,2023,11,Kenya,EMEA,Kenya Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 2,Healthcare,106,131,115,16,16,590,67850,72.0610687,30,2,3,71,2,88,68
2021-12-05,Sunday,48,December,2021,19,Belgium,EMEA,Belgium Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 2,Retail,288,310,300,10,10,684,205200,22.06451613,16,7,8,76,6,75,82
2025-03-07,Friday,10,March,2025,8,Australia,APAC,Sydney,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 1,Healthcare,464,478,473,5,5,780,368940,8.158995816,21,12,15,70,11,84,63
2021-03-08,Monday,10,March,2021,7,Japan,APAC,Tokyo,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 3,E-commerce,435,419,394,25,25,849,334506,50.65632458,28,11,14,65,9,94,85
2025-02-04,Tuesday,6,February,2025,9,Bulgaria,EMEA,Bulgaria Hub,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 2,E-commerce,116,130,128,2,2,674,86272,10.36923077,29,2,3,86,3,71,66
2024-09-30,Monday,40,September,2024,18,Slovenia,EMEA,Slovenia Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 3,Retail,275,294,284,10,10,354,100536,12.04081633,22,3,4,65,3,75,87
2026-08-03,Monday,32,August,2026,19,South Africa,EMEA,Cape Town,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 1,Telecom,250,252,242,10,10,293,70906,11.62698413,22,2,2,68,1,71,86
2025-05-08,Thursday,19,May,2025,23,Germany,EMEA,Berlin,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 3,Telecom,167,191,187,4,4,702,131274,14.70157068,27,4,5,75,4,88,89
2021-06-13,Sunday,23,June,2021,21,Hungary,EMEA,Hungary Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 3,Telecom,89,85,72,13,13,804,57888,122.9647059,25,2,3,69,2,77,73
2024-07-18,Thursday,29,July,2024,1,Mongolia,APAC,Mongolia Hub,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 3,Telecom,183,175,169,6,6,236,39884,8.091428571,30,1,1,89,1,75,75
2021-03-23,Tuesday,12,March,2021,2,Indonesia,APAC,Indonesia Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 3,Banking,270,297,297,0,0,457,135729,0.0,22,4,5,86,4,79,61
2021-05-26,Wednesday,21,May,2021,13,India,APAC,Hyderabad,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 3,Banking,225,255,250,5,5,481,120250,9.431372549,25,4,5,67,3,79,66
2022-09-28,Wednesday,39,September,2022,8,France,EMEA,Paris,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 1,Banking,363,350,323,27,27,465,150195,35.87142857,20,5,6,88,5,81,67
2022-12-01,Thursday,48,December,2022,23,Canada,AMER,Toronto,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 1,Banking,202,203,191,12,12,812,155092,48.0,15,5,6,65,4,77,63
2026-01-19,Monday,4,January,2026,22,North Korea,APAC,North Korea Hub,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 3,E-commerce,131,118,113,5,5,253,28589,10.72033898,27,0,0,72,0,87,63
2025-06-19,Thursday,25,June,2025,14,New Zealand,APAC,New Zealand Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 3,Healthcare,391,409,390,19,19,614,239460,28.52322738,15,8,9,75,7,85,81
2025-04-19,Saturday,16,April,2025,20,Norway,EMEA,Norway Hub,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 1,E-commerce,392,377,352,25,25,457,160864,30.30503979,32,5,7,81,6,77,87
2026-01-03,Saturday,1,January,2026,10,Finland,EMEA,Finland Hub,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 2,Healthcare,232,221,216,5,5,751,162216,16.99095023,30,5,7,65,5,79,73
2025-05-26,Monday,22,May,2025,19,Hong Kong,APAC,Hong Kong Hub,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 3,Banking,234,232,225,7,7,525,118125,15.84051724,16,4,5,85,4,74,79
2026-05-01,Friday,18,May,2026,3,Indonesia,APAC,Indonesia Hub,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 1,Healthcare,160,178,171,7,7,217,37107,8.533707865,16,1,1,86,1,89,83
2023-08-12,Saturday,32,August,2023,8,Mongolia,APAC,Mongolia Hub,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 3,E-commerce,389,416,411,5,5,647,265917,7.776442308,21,9,11,83,9,89,62
2022-04-22,Friday,16,April,2022,12,Slovenia,EMEA,Slovenia Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 2,Telecom,490,503,473,30,30,551,260623,32.86282306,19,9,11,87,10,93,81
2023-05-31,Wednesday,22,May,2023,11,Portugal,EMEA,Portugal Hub,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 1,Telecom,63,51,34,17,17,794,26996,264.6666667,20,0,0,84,0,71,71
2025-04-11,Friday,15,April,2025,2,Pakistan,APAC,Pakistan Hub,RETENTION_VOICE_T2,Chat,Consumer,Retention,Tier 2,Retail,360,361,359,2,2,727,260993,4.027700831,27,9,11,77,8,84,84
2024-07-31,Wednesday,31,July,2024,8,Philippines,APAC,Manila,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 2,E-commerce,156,141,128,13,13,748,95744,68.96453901,22,3,4,95,4,93,78
2025-05-25,Sunday,21,May,2025,23,Iceland,EMEA,Iceland Hub,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 1,E-commerce,386,409,397,12,12,355,140935,10.41564792,16,4,5,76,4,72,78
2022-01-31,Monday,5,January,2022,13,Sri Lanka,APAC,Sri Lanka Hub,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 2,Banking,290,284,266,18,18,610,162260,38.66197183,33,5,7,74,5,90,82
2025-05-15,Thursday,20,May,2025,10,Denmark,EMEA,Denmark Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 1,E-commerce,430,436,415,21,21,192,79680,9.247706422,34,2,3,65,2,92,65
2022-08-21,Sunday,33,August,2022,5,Norway,EMEA,Norway Hub,RETENTION_VOICE_T2,Chat,Premium,Retention,Tier 2,E-commerce,398,389,372,17,17,290,107880,12.67352185,16,3,3,94,3,85,71
2025-08-06,Wednesday,32,August,2025,16,Taiwan,APAC,Taiwan Hub,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 2,Banking,197,192,171,21,21,670,114570,73.28125,28,3,4,69,3,83,76
2023-01-11,Wednesday,2,January,2023,22,South Korea,APAC,South Korea Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 1,Retail,166,150,141,9,9,467,65847,28.02,35,2,3,74,2,75,77
2024-04-06,Saturday,14,April,2024,14,Romania,EMEA,Romania Hub,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 1,E-commerce,482,475,469,6,6,292,136948,3.688421053,21,4,5,88,4,88,64
2022-10-09,Sunday,40,October,2022,5,Hungary,EMEA,Hungary Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 3,Healthcare,443,472,443,29,29,336,148848,20.6440678,15,5,6,94,6,70,78
2025-05-01,Thursday,18,May,2025,2,United Kingdom,EMEA,London,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 1,Retail,166,156,132,24,24,740,97680,113.8461538,23,3,4,92,4,70,90
2022-04-20,Wednesday,16,April,2022,20,Slovenia,EMEA,Slovenia Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 1,E-commerce,205,229,200,29,29,659,131800,83.45414847,34,4,5,90,5,70,86
2021-02-16,Tuesday,7,February,2021,7,Finland,EMEA,Finland Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 2,Telecom,488,486,463,23,23,726,336138,34.35802469,35,11,15,66,10,80,75
2024-07-04,Thursday,27,July,2024,19,New Zealand,APAC,New Zealand Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 1,E-commerce,372,401,384,17,17,486,186624,20.60349127,22,6,7,80,6,81,67
